open,high,low,close,volume
72.02,72.08,68.59,70.32,42720382
69.25,69.94,68.13,69.78,41482160
70.02,70.82,69.96,70.65,20601313
70.91,71.1,69.43,70.27,21786438
69.42,70.21,68.8,69.9,22157711
69.76,70.0252,69.22,69.99,30206321
70.5,70.945,70.35,70.87,17830499
70.82,70.87,69.87,69.9,15352396
70.26,70.62,69.94,70.27,15580898
70.39,70.59,69.71,70.26,19731427
70.08,71.25,69.92,71.23,18099425
71.4,71.71,70.445,70.52,15776506
70.11,70.18,69.18,69.21,20970243
69.2,69.841,68.79,69.8,21955630
69.38,69.49,68.09,68.5,24862377
68.78,69.38,68.74,68.94,17601453
69.33,69.6,68.02,68.16,12769068
68.255,69.44,68.22,69.09,16061409
68.29,68.78,68.12,68.58,17974879
68.71,69.84,68.7,69.45,12769839
69.46,70.25,69.2,69.98,12495857
70,70.68,69.75,70,14228960
70.65,71.28,70.55,71.15,14233021
71.45,72.0399,71.31,71.77,16610738
72.24,73.27,71.96,72.77,21876503
72.8,73.45,72.72,73.35,18235488
73.09,73.39,72.66,73.29,22323775
73.5,74.04,73.45,73.85,18026166
74.17,74.3,73.28,74.25,28766579
73.52,74.29,73.17,73.75,38068728
73.53,73.75,73.13,73.61,16612296
73.8,74.31,73.5,74.199,17659800
74.34,74.38,73.81,74.05,12663330
73.76,74.42,72.32,73.15,27247287
72.72,73.31,72.54,73.03,13851619
73.3,73.44,72.41,72.72,17128584
73.04,73.42,72.49,72.55,15903866
72.52,72.56,71.445,72.245,22675078
72.19,72.44,71.845,72.14,14856283
72.4,73.04,72.24,72.66,19598667
72.8,72.9,72.26,72.4,14859602
72.09,73.13,71.75,72.78,16958136
72.25,72.51,72.05,72.45,16809135
71.95,72.19,71.35,71.42,18839204
71.57,72.7,71.28,72.51,17762519
73.06,73.72,72.95,73.59,15180242
73.59,73.59,73.04,73.23,10965532
73.34,74.1,73.17,73.66,15159634
73.58,73.87,72.4,72.41,17771980
72.27,72.84,71.93,72.5,15495517
72.47,72.48,71.7,72.14,13536876
72.35,73.24,72.35,73.15,11259616
72.96,73.15,72.53,72.73,9356129
72.74,72.86,72.07,72.7,10980606
72.84,73.35,72.48,72.83,10479523
73.06,73.09,72.55,72.83,8558552
72.28,73.16,72.05,73.06,8783514
72.97,74.2099,72.8293,74,12136966
74.03,74.96,73.8,74.78,18870821
74.64,74.74,73.64,73.92,16579991
73.34,73.89,72.98,73.63,18166527
73.77,74.04,73.35,73.4,11715714
73.68,74.6,73.6,74.36,14330274
74.33,74.44,73.84,74,10963312
74.31,74.945,74.31,74.74,12341402
74.72,75.24,74.37,74.67,11049704
74.93,75.23,74.55,75.2,10329656
74.99,75.49,74.52,74.77,11175124
74.78,75.39,74.07,75.29,28082035
75.26,75.97,75.04,75.16,13840684
75.21,75.71,75.01,75.44,11163658
75.35,75.55,74.31,74.92,15379769
75.11,75.24,74.11,74.22,13079669
73.99,74.51,73.85,74.36,10927391
74.09,74.25,72.92,73.27,17336711
73.67,73.81,72.99,73.3,12187509
73.62,74.17,73.17,73.85,14457694
73.49,73.97,73.31,73.86,8370838
73.94,74.535,73.88,74.45,11205045
74.71,75.01,74.295,74.6,11404821
74.67,74.88,74.195,74.27,9644835
74,74.72,73.71,74.68,10805468
75.28,76.12,74.96,75.97,16514665
75.66,76.03,75.54,75.99,9781178
75.97,76.55,75.86,76.3,8652527
76.33,76.63,76.14,76.31,10567983
76.36,76.46,75.95,76.41,10151019
76.49,77.29,76.37,77.13,13313631
77.59,77.87,77.29,77.5,10518365
77.42,77.81,77.35,77.66,9688876
77.48,77.62,77.25,77.57,11253367
77.65,77.85,77.37,77.64,10793488
77.48,77.93,77.35,77.92,11559476
78.32,78.97,78.22,78.8,15081216
78.99,79.34,78.76,78.85,16000521
78.91,79.2,78.46,78.86,13349267
78.55,79.1,78.01,78.64,15372025
79.18,79.42,78.75,78.75,22852523
84.37,86.2,83.61,83.82,57457370
83.71,84.325,83.105,83.84,23604859
84.33,84.36,83.11,83.18,21563823
83.7,83.76,82.88,83.16,18491619
83.35,84.46,83.12,84.06,20098863
84.13,84.54,83.4,84.13,14456224
84.2,84.7,84.0825,84.48,14034130
84.76,84.9,83.93,84.26,13225698
84.16,84.61,83.83,84.57,11263327
84.11,84.27,82.9,84.09,16833031
83.79,84.095,83.23,83.86,13902816
83.66,83.94,83.46,83.93,9097109
83.5,84.1,82.98,84.05,15246771
83.47,83.69,82.69,82.99,14184790
83.1,83.42,82.94,83.19,16201819
83.12,83.12,82.24,82.37,17427406
82.4,82.59,82.25,82.54,11458697
82.74,83.84,82.74,83.73,14281714
83.83,83.9,83.04,83.09,12488334
83.01,83.43,82.78,83.27,5113940
83.31,83.98,83.3,83.86,13338797
84.06,85.06,84.02,84.88,15939430
84.82,84.9172,83.175,83.335,21805588
83.61,84.52,83.34,84.09,19969980
83.55,84.81,83.22,84.26,22970612
84.36,84.42,80.7,81.07,31853041
81.38,82.68,80.9801,81.59,20003644
81.67,83.14,81.43,82.79,16112520
82.62,82.8,82,82.49,15963626
83.42,84.58,83.33,84.16,19415557
84.29,85.37,84.12,85.22,14466549
85.31,86.05,85.08,85.62,17798973
85.74,86,85.17,85.35,16782602
85.43,85.87,84.53,84.72,13606534
85.16,87.09,84.88,86.82,33887452
87.12,87.4999,86.23,86.44,16398158
86.34,86.35,85.27,85.83,16981526
86.2,86.3,84.71,85.59,15115256
86.05,86.1,85.4,85.57,11191800
85.4,85.63,84.92,85.58,10311176
85.31,85.5346,85.03,85.4,7347118
85.69,85.98,85.215,85.69,9705456
85.9,85.93,85.55,85.7,7708547
85.6,86.05,85.5,85.59,11171082
86.23,86.31,85.5,85.91,15946903
86.055,86.51,85.97,86.33,18225043
86.59,87.66,86.57,87.12,16777774
87.66,88.41,87.43,88.11,16194855
88.16,88.58,87.6046,88.22,13254610
88.65,88.7272,87.86,88.23,15553464
87.86,88.19,87.41,87.81,13769912
88.13,88.13,87.24,88.06,13433296
88.67,89.78,88.45,89.59,18677802
90.1,90.79,88.0104,88.38,28953637
89.13,90.28,88.75,90.15,18691606
89.77,90.67,89.66,90.12,17594256
90.12,90.61,89.66,90,21920036
89.92,91.62,89.74,91.61,15565596
91.9,92.3,91.54,91.89,17077128
92.43,93.43,91.58,91.84,23289680
92.45,93.24,91.93,92.32,19881302
93.12,94.06,92.58,94.04,17480578
95.13,95.45,93.72,93.87,22587535
93.3,93.66,92.1,92.77,25122127
93.75,95.4,93.51,95.2,34696608
94.79,96.07,93.5813,94.24,37745992
93.74,93.97,91.645,91.76,36612054
90.56,93.24,88,88,39934296
86.92,91.475,85.25,91.34,55761173
90.42,91.77,89.2,89.58,34041464
89.71,89.875,84.76,84.99,43004812
86.24,88.93,83.83,88.15,52511195
88.74,89.78,87.9295,89.15,27427576
88.93,90,87.8,89.781,21053197
88.51,90.99,88.41,90.83,28634433
91.21,92.72,90.62,92.72,22219675
92.54,93.5,91.81,91.93,24570768
91.4,93.06,91.01,92.72,19085204
93.01,93.3595,91.5,91.5,21570589
92.07,92.73,91.36,91.74,17551114
92.75,94.07,92.36,94.07,19685183
94.38,95.45,94.25,95.43,22163789
95.74,95.84,94.21,94.21,20722143
94.8,95.705,93.63,93.77,20457129
93.94,94.57,91.84,92.84,29498871
91.58,93.15,90.86,93.04,25430376
92.44,94.27,92.26,93.64,18284476
94.34,94.49,92.941,93.32,17463097
93.13,93.9406,92.43,93.86,20628659
94.27,95.1,93.765,94.43,20278411
95.25,96.54,95,96.54,30019964
96.57,97.21,96.04,96.76,18323377
97.04,97.24,93.97,94.42,28445957
95.12,95.41,93.5,93.85,23749059
93.53,94.58,92.83,94.18,21839469
94.69,95.38,93.92,94.49,30567501
93.74,93.96,92.11,92.96,25643612
93.05,93.77,93,93.14,16733177
92.93,94.05,92.21,92.48,19375273
91.3,91.75,89.66,89.8,30929336
89.5,90.46,87.08,87.13,32580212
90.61,94,90.4,93.77,44191077
94.94,95.139,88.51,89.48,44401091
89.8,91.23,88.873,89.38,44401426
90.18,92.29,88.4,91.25,34220309
90.47,90.88,87.51,88.67,37931104
89.575,90.05,87.89,89.72,28700911
87.91,92.76,87.73,92.27,28793052
92.63,93.065,91.4,92.38,22595556
91.49,92.46,89.48,90.22,27856851
91.03,93.17,90.62,90.78,22503069
92.36,93.28,91.64,92.89,20884258
92.03,93.29,91.48,91.87,20066252
92.54,94.16,92.43,93.6,20097822
94.06,94.18,92.44,93.08,17836388
94.08,94.66,93.42,94.17,15613866
95,96.54,94.88,96.06,20537714
96.2,96.72,95.52,96.45,17553066
96.44,97.07,95.34,96.1,18516547
95.9,96.11,94.05,95,23489382
95.7436,96.29,94.295,95.36,16063802
96.242,96.47,92.41,93.08,26742490
93.14,93.3,90.28,92.44,27024716
93.54,95.15,93.1,94.27,26009528
97.56,97.9,93.91,95.82,40936114
96.27,96.3964,93.15,93.52,27658162
93.25,95.29,92.79,94.98,26196587
