open,high,low,close,volume
311.02,316.97,307.81,316.83,3997385
317.28,325.49,316.31,325.05,6515433
326,336.28,325.76,335.12,6499423
337.69,342.89,335.16,341.01,8326954
344,344.88,337.29,340.29,6057650
339.77,342.88,335.93,339.85,4500624
338.5,348.44,334.21,347.32,5684288
344.95,359.4929,344.66,352.8,9465968
356.3,360.5,355.14,359.55,7850542
363.75,371.9,360.22,370.01,7489685
374.42,376.87,354.8,357.45,14323526
357.99,364.5,350.62,358.99,8528936
367.67,376,366.61,375.95,9720070
381.085,384.25,376.31,380.6599,10303555
372.5,375.46,366.49,375.34,8585072
377.78,378.01,370.1,371.4,4691654
375,376.7,367.8,369.8,5034089
376.67,378.88,369.73,372.24,5606828
374.35,376.99,368.02,376.4,3870166
377.99,385,373.57,382.61,6198923
382.45,386.99,379.345,383.23,4952152
386.49,386.95,373.1,377.47,5351853
376.4,376.4,362.02,362.36,5478243
367.56,371.74,362.52,371.01,5088420
370.61,371,354.1,360.8899,6701532
363.71,366.7674,359.6187,361.73,4439325
370.24,371.35,351.5,352.52,5096067
347.2,347.24,326.33,327,13537640
317.31,320.7899,306.3,308.72,15183238
313.5,317,307.38,313.15,11077477
312.9,317.94,303.13,315.97,11334414
316,327.28,314.3,327.19,9402281
330.4,333.1,324.5,329.4,8253022
330.11,331.6,319.97,323.29,6894041
323.19,328.42,321.22,327.67,4544717
325.57,327.1,313.45,319.4,7931645
317.41,329.13,315.66,328.22,5080361
328.23,331.65,323.2193,325.25,5001769
326.9,330.22,324.2,329.8,4041558
329.68,331.2575,325.8,328.24,3841524
330.24,343.399,330.01,342.14,7036023
345,345.6,334.15,339.58,5583746
340.36,345.5,338.12,343.75,3895849
346,347.5,326.29,334.4,6579454
336.89,339.6,332.51,334.88,3811165
335.5,341.49,321.04,323.34,6902577
323,324.45,316.13,319.55,6852941
318.94,327.12,311.22,325.83,7918504
346.78,350,343.15,347.0772,10612835
347,357.27,343.3,357.0026,7720898
357.35,359.48,352.75,355.17,4863457
357.53,368.58,357.4,365.27,5944586
361,370,358.95,363.64,5538957
362,366.6504,354.66,355.4,5778816
356.97,361.26,353.62,357.87,3447797
364.63,367.66,362.6,363.8,3538601
365.2,365.49,359.37,362.23,2333895
363,366.5,362.52,362.91,2514861
361.21,363.3,351.59,351.85,3857611
352.91,354,345.8,347.51,4183304
345.82,345.82,331.85,337.87,5296598
341.13,342.24,337.3725,341.27,3452022
338.99,353.49,338.3041,352.75,3877048
352.52,356.66,349.74,352.94,3443495
354.24,355.69,347.3,347.99,2725329
347.28,347.35,339.72,345.66,2803519
339.48,349.05,338.75,347.24,3011443
349.5,353.47,347,353.13,2532388
353.55,358.44,352.82,355.89,3003526
356.12,357.59,353.6902,355.22,2348531
353.8,355.49,345.89,349.5,2988355
349.5,350.979,341.56,344.66,3169161
345.98,352.48,343.45,350.61,3315135
348.99,349.78,342.3,343.3,2507714
351.35,363.71,350,363.68,6066237
364.49,368.76,360.4,362.71,4620028
363.82,368.07,359.59,366.0601,3257417
364.33,377.96,362.63,377.44,5637380
374.51,380,372.7,379.81,4064278
380.25,389.61,377.68,384.61,5719442
380,382.39,373.57,374.82,4812570
373.01,378.249,371.07,373.9,3923400
374.9,376.83,364.51,366.43,3801248
366.49,369.8999,350.88,351,6565305
353.15,357.469,342.88,344.88,6161128
350.93,351.24,340.9,345.25,5200640
349.1,351.489,340.5,340.99,4774927
339.88,342.75,335.4,339.52,4054450
341.86,344.68,338.601,341.02,4033082
342.66,343.7,335.51,341.45,3857224
335.9,348.55,331.28,348.14,8114832
351.25,358.62,349.6,354.9887,6556064
356,357.435,351.35,355.14,3177266
353.1,360.0992,352.25,356.834,3304223
349.65,351.75,342.67,342.84,5908251
346.8,355.63,345.5305,355.6,5503068
353.89,357.6,351.15,354.6,3524960
352.95,359.78,352.64,355.65,3171755
356.98,358.49,353.68,355.49,2760249
353.76,354.48,347.16,350.46,3721305
350.91,356.22,350.07,355.73,2562294
355.97,363,354.13,359.72,3851708
355.56,357.1465,348.2,351.81,3929322
352.36,354.55,344.34,345.1,3819329
349.88,349.95,336.25,337.06,4452792
338.8,342.8,336.16,337.33,3214375
336.7,337.5,323.56,325.76,5530087
327.78,330.23,323.2,326.1,3888568
319.75,324.59,316.66,320.8726,5212502
319.18,323.78,317.25,320.035,3268148
320.23,331.95,320.18,331.52,4257246
332.25,332.6089,320.26,321.1,5354564
300.04,308.69,292.63,299.24,15307224
299.34,306.25,295.13,306.09,7020744
307,307.5,299.01,302.7,4871851
300.46,306.5,300.03,306.03,4112299
305.08,306.89,301.3001,304.31,3819535
302.5,304.46,296.3,302.98,4251953
302.5,308.36,301.85,302.92,3603353
300.13,316.8,299.11,315.4,6019636
314.43,316.35,306.9,308.7,4567972
306.01,312.49,301.5,311.25,4800540
313.99,318.14,311.3,312.5,4394695
325.85,326.67,313.15,314.97,10617355
313.79,315.5,304.75,308.72,6763053
310.85,318.23,308.71,317.8,5932102
316.77,317.42,311.84,312.63,4056694
313.79,316.41,311,315.54,2542006
313.25,317.34,309.51,316.74,3647104
316.36,320,313.92,317.61,3892462
317.3,318,301.23,307.55,6661572
308.56,310.7,304.54,308.95,3399245
305.44,310.32,305.05,306.53,3411656
306.51,308.265,300.61,305.23,4799442
302,308,301,303.7,3214323
300.1,313.39,300,313.27,5068966
312,318.6341,311.05,311.26,3613123
